code,name,行业,股息率_2023,count,mean,std,min,25%,50%,75%,max,2024-07-30
603195,公牛集团,家电行业,4.08,103.0,2.903300970873786,2.2806141193699636,-0.22,1.02,2.4,4.38,9.04,YES
603203,快克智能,专用设备,2.5,209.0,4.066507177033492,3.886792694892955,-0.24,1.13,3.02,6.03,23.39,YES
000338,潍柴动力,汽车零部件,3.63,93.0,3.504086021505377,3.6794116485487725,-0.25,0.95,1.98,4.97,16.49,YES
600016,民生银行,银行,5.55,32.0,1.7628125,1.2029352123036385,-0.25,0.9750000000000001,1.635,2.4299999999999997,3.9,YES
600863,内蒙华电,电力行业,3.99,84.0,3.082142857142857,2.4046376233910762,-0.28,1.1175000000000002,2.37,5.345,9.5,YES
600216,浙江医药,化学制药,1.33,88.0,4.059659090909091,4.404583936373569,-0.31,0.85,2.6799999999999997,5.567500000000001,20.94,YES
301070,开勒股份,专用设备,1.05,264.0,6.777045454545455,7.059811363246049,-0.32,2.13,4.395,9.4725,42.14,YES
000039,中集集团,通用设备,0.26,98.0,3.9574489795918373,3.1247951887438776,-0.33,1.5875000000000001,3.16,5.635,13.6,YES
600399,抚顺特钢,钢铁行业,0.9,219.0,3.7915525114155253,4.203924483728324,-0.33,0.85,2.46,5.395,24.47,YES
002484,江海股份,电子元件,2.05,179.0,4.161899441340783,4.639470229703285,-0.35,0.84,2.79,5.93,25.1,YES
301190,善水科技,化学制品,1.12,158.0,4.887215189873418,4.827338003023674,-0.35,1.16,3.54,6.8975,24.29,YES
002422,科伦药业,化学制药,2.55,154.0,4.424350649350649,4.1766431035944995,-0.36,1.5825,3.085,5.805,22.93,YES
600519,贵州茅台,酿酒行业,3.42,48.0,1.9714583333333333,1.7786057049121649,-0.36,0.6074999999999999,1.37,3.225,8.89,YES
600236,桂冠电力,电力行业,2.47,57.0,4.45140350877193,3.272133117378419,-0.37,2.51,3.47,6.52,12.77,YES
833454,同心传动,汽车零部件,1.37,190.0,10.981105263157893,21.58100856118549,-0.37,1.57,4.21,11.4175,157.23,YES
002832,比音勒芬,纺织服装,4.26,164.0,4.15219512195122,3.735244187413717,-0.38,1.4024999999999999,3.275,5.8025,20.48,YES
000157,中联重科,工程机械,4.2,96.0,3.2147916666666667,2.544610394815581,-0.39,0.9175,2.7,4.8825,9.4,YES
603379,三美股份,化学制品,0.58,207.0,5.072753623188406,5.180924745226746,-0.39,1.745,3.33,6.59,29.47,YES
603366,日出东方,家电行业,2.2,141.0,3.86531914893617,3.9478657078751316,-0.4,1.1,2.65,5.32,24.3,YES
600690,海尔智家,家电行业,2.98,88.0,3.1228409090909093,2.8628267313862,-0.41,1.09,2.29,4.475,13.68,YES
600993,马应龙,中药,1.54,173.0,3.6545086705202308,3.4135834026323,-0.41,1.1,2.7,5.17,17.62,YES
003000,劲仔食品,食品饮料,2.33,208.0,4.512980769230769,4.938041404022545,-0.43,1.1199999999999999,3.025,6.6525,27.22,YES
301282,金禄电子,电子元件,0.48,226.0,6.423893805309735,6.690618497717973,-0.44,1.7625,4.14,8.6225,35.59,YES
002283,天润工业,汽车零部件,5.32,147.0,3.7125850340136055,3.7171911048781774,-0.45,1.105,2.51,5.46,23.68,YES
600060,海信视像,家电行业,3.59,169.0,4.441065088757397,4.272085339099368,-0.45,1.51,3.16,6.13,21.83,YES
603511,爱慕股份,纺织服装,6.52,125.0,4.388799999999999,4.01909105435866,-0.45,1.61,3.51,5.81,19.51,YES
601038,一拖股份,专用设备,2.03,142.0,4.481197183098591,4.416519197173166,-0.46,1.42,2.675,6.2524999999999995,19.82,YES
601088,中国神华,煤炭行业,5.42,65.0,3.020769230769231,2.3074196273193266,-0.46,1.26,2.29,4.8,9.31,YES
601100,恒立液压,工程机械,1.59,187.0,3.929465240641711,3.2680885756511286,-0.46,1.1749999999999998,3.18,5.9,15.66,YES
603309,维力医疗,医疗器械,4.48,198.0,4.550606060606061,4.638836677680794,-0.46,1.32,2.935,6.1625,28.25,YES
600834,申通地铁,铁路公路,0.77,93.0,5.914086021505376,8.827752956069252,-0.48,1.02,3.68,6.72,50.65,YES
600956,新天绿能,燃气,2.67,81.0,3.2582716049382716,3.186185332856305,-0.48,1.12,2.18,4.13,17.18,YES
002372,伟星新材,装修建材,5.33,180.0,3.4944444444444445,3.7421789162985077,-0.51,1.02,2.4450000000000003,4.8725000000000005,22.93,YES
000423,东阿阿胶,中药,3.17,155.0,4.469483870967742,4.225732210977645,-0.52,1.46,3.55,6.06,18.1,YES
001288,运机集团,工程机械,0.91,163.0,6.395460122699387,5.4265453169676645,-0.54,2.685,5.1,7.625,26.51,YES
600331,宏达股份,有色金属,0.0,230.0,6.230086956521739,6.644961974538346,-0.55,1.8,4.165,8.27,39.06,YES
600521,华海药业,化学制药,1.12,102.0,4.176960784313725,4.870665433061805,-0.55,1.21,2.89,5.0625,23.9,YES
601101,昊华能源,煤炭行业,4.0,113.0,4.7170796460177,4.557527854592398,-0.55,1.41,3.58,6.32,23.73,YES
605299,舒华体育,家用轻工,3.8,186.0,4.581881720430108,4.655237818059469,-0.56,1.56,3.2,6.2425,31.32,YES
603301,振德医疗,医疗器械,5.75,142.0,3.840352112676056,4.33583213474291,-0.57,0.89,2.5250000000000004,5.0649999999999995,27.18,YES
835207,众诚科技,软件开发,1.4,221.0,11.025927601809958,14.062541496478836,-0.57,1.97,6.67,12.91,83.51,YES
002973,侨银股份,环保行业,1.12,140.0,4.185428571428572,4.23948167244256,-0.58,0.9675,2.87,6.36,21.61,YES
603686,福龙马,环保行业,2.98,119.0,4.4256302521008415,4.376887222722672,-0.58,1.2349999999999999,3.51,5.96,19.97,YES
600568,ST中珠,综合行业,0.0,128.0,3.79296875,5.11980043277633,-0.59,0.6575,1.795,4.585,27.43,YES
000723,美锦能源,煤炭行业,0.0,163.0,3.8533128834355836,5.1312181855935854,-0.6,1.0550000000000002,2.36,4.33,33.26,YES
000963,华东医药,化学制药,2.13,150.0,3.2449333333333334,3.1013795905456725,-0.61,0.86,2.31,4.9375,17.69,YES
002150,通润装备,通用设备,0.55,253.0,5.459169960474308,4.941297033349893,-0.61,1.84,4.05,7.72,24.42,YES
601799,星宇股份,汽车零部件,0.97,192.0,3.9075,3.0095255405225574,-0.62,1.55,3.325,5.85,13.53,YES
603067,振华股份,化学原料,1.51,161.0,5.277515527950311,5.533716092177108,-0.62,1.58,3.61,6.28,28.35,YES
000659,珠海中富,包装材料,0.0,208.0,4.446875,5.262939182105477,-0.63,1.2,2.895,5.5675,38.33,YES
002007,华兰生物,生物制品,1.84,123.0,2.9599999999999995,3.130583405535843,-0.63,0.67,1.95,3.945,14.15,YES
002873,新天药业,中药,0.83,182.0,3.8626373626373627,4.65240609885375,-0.63,1.115,2.75,4.8125,38.65,YES
603501,韦尔股份,半导体,0.13,149.0,4.476308724832215,4.031754924212265,-0.64,1.62,3.58,6.45,24.99,YES
002755,奥赛康,化学制药,0.0,201.0,5.415074626865673,5.721362959942585,-0.65,1.59,3.42,7.23,28.5,YES
600212,绿能慧充,电力行业,0.0,223.0,5.38121076233184,4.915284569719753,-0.66,1.69,4.4,7.31,31.19,YES
601702,华峰铝业,有色金属,1.08,175.0,4.943657142857143,3.625303046729194,-0.66,2.1550000000000002,4.08,7.195,16.79,YES
603369,今世缘,酿酒行业,2.09,183.0,3.3792896174863394,3.403226981585024,-0.66,0.955,2.27,5.41,18.53,YES
002351,漫步者,消费电子,1.47,256.0,6.487265625,6.63856654912835,-0.67,1.5025,4.43,9.4825,32.09,YES
600779,水井坊,酿酒行业,2.46,176.0,2.8725,3.202395978013962,-0.67,0.6475,1.6,4.2,14.37,YES
601966,玲珑轮胎,橡胶制品,1.55,161.0,3.831925465838509,3.593674045376116,-0.67,1.01,3.09,5.19,16.93,YES
831856,浩淼科技,专用设备,0.0,148.0,6.402432432432433,7.368543882001504,-0.67,1.4,3.95,8.95,38.28,YES
603337,杰克股份,专用设备,1.79,123.0,4.556666666666667,4.844841039647591,-0.68,1.2149999999999999,2.83,6.26,23.75,YES
833429,康比特,食品饮料,1.87,172.0,6.432093023255813,7.147641678102473,-0.68,0.97,3.83,9.3925,35.91,YES
833781,瑞奇智造,专用设备,1.25,140.0,7.087571428571429,8.571723370572794,-0.68,1.19,3.88,9.280000000000001,42.71,YES
002384,东山精密,电子元件,0.96,220.0,5.266818181818182,5.503295472958145,-0.69,1.4175,3.285,7.625,27.43,YES
600771,广誉远,中药,0.0,167.0,3.767784431137725,3.841182109903525,-0.69,1.3,2.71,4.805,22.44,YES
601225,陕西煤业,煤炭行业,5.18,97.0,3.6073195876288664,2.9929864250527145,-0.69,1.05,3.24,5.9,12.03,YES
603713,密尔克卫,物流行业,0.96,228.0,4.294342105263158,5.247303482589467,-0.7,1.01,2.505,5.2375,30.92,YES
603833,欧派家居,装修建材,5.71,239.0,3.8646443514644355,4.060745442582341,-0.7,1.045,2.59,4.645,20.69,YES
000922,佳电股份,电机,1.79,203.0,4.608472906403941,3.895844718707626,-0.71,1.5150000000000001,3.68,6.955,17.3,YES
000521,长虹美菱,家电行业,4.02,208.0,5.934567307692307,6.6590996044015975,-0.72,1.2475,3.5949999999999998,8.24,38.59,YES
002635,安洁科技,消费电子,1.87,134.0,4.474850746268657,4.306554321952966,-0.72,1.1,3.2,6.3725,17.81,YES
601208,东材科技,塑料制品,2.09,232.0,4.696939655172414,5.028722319784908,-0.72,1.49,3.15,6.72,41.73,YES
002180,纳思达,计算机设备,0.0,238.0,4.141932773109244,4.056971553949363,-0.73,1.1375,2.75,5.8575,20.55,YES
600135,乐凯胶片,塑料制品,0.0,130.0,3.829230769230769,5.01584599360906,-0.73,0.96,2.0,5.0475,27.27,YES
600664,哈药股份,化学制药,0.0,120.0,3.543583333333333,3.990927483414244,-0.73,1.1150000000000002,2.3600000000000003,3.95,21.97,YES
605116,奥锐特,化学制药,0.85,175.0,5.115657142857143,5.027552076485474,-0.74,1.62,3.68,6.5649999999999995,24.35,YES
002444,巨星科技,通用设备,1.06,177.0,5.079661016949152,4.9077717701696315,-0.75,1.5,3.58,7.65,24.97,YES
600262,北方股份,专用设备,1.5,184.0,6.602119565217391,7.020415534760603,-0.75,1.795,4.4399999999999995,8.6425,33.1,YES
002409,雅克科技,电子化学品,0.53,228.0,6.252763157894737,6.1688176203812795,-0.77,1.8275000000000001,4.48,9.245000000000001,32.71,YES
002563,森马服饰,纺织服装,5.7,103.0,3.2431067961165043,3.4165611736347783,-0.77,1.05,2.1,4.535,22.34,YES
000703,恒逸石化,化纤行业,1.34,98.0,4.636632653061224,5.975447176274639,-0.78,0.89,2.5,5.5875,28.85,YES
002352,顺丰控股,物流行业,1.71,111.0,2.638918918918919,2.5581443385787397,-0.8,0.55,2.29,3.73,12.09,YES
002840,华统股份,食品饮料,0.0,250.0,4.88612,4.8400658565336,-0.81,1.3250000000000002,3.185,6.755,25.0,YES
002801,微光股份,电机,1.61,172.0,4.144418604651162,3.964947911474308,-0.82,1.475,3.0949999999999998,5.5649999999999995,22.53,YES
831768,拾比佰,家电行业,0.0,161.0,7.477577639751552,7.766495411090958,-0.82,2.12,5.07,9.11,35.33,YES
603477,巨星农牧,农牧饲渔,0.0,260.0,5.608923076923078,5.486530047595836,-0.83,1.8725,4.2,7.62,42.4,YES
000596,古井贡酒,酿酒行业,2.23,170.0,3.3151764705882347,3.317261332747082,-0.85,0.8525,2.41,4.6125,15.36,YES
603297,永新光学,光学光电子,1.51,216.0,5.101203703703704,4.95808209686387,-0.85,1.32,3.68,7.325,23.36,YES
301018,申菱环境,专用设备,0.84,238.0,6.260210084033613,6.796030142228263,-0.88,1.435,4.12,8.75,38.53,YES
600337,美克家居,装修建材,0.0,196.0,4.148724489795918,4.4208167136868,-0.88,0.7475,2.465,6.925,23.22,YES
601515,东峰集团,包装材料,0.75,112.0,4.685446428571429,4.828331532164256,-0.88,0.9275,3.0199999999999996,7.640000000000001,19.14,YES
603338,浙江鼎力,工程机械,1.85,161.0,4.182298136645962,5.3170797022951435,-0.88,1.1,2.64,4.69,27.77,YES
000818,航锦科技,化学原料,0.23,207.0,5.06927536231884,5.842420029615151,-0.89,1.2850000000000001,3.7,6.545,42.32,YES
002916,深南电路,电子元件,0.71,173.0,5.009306358381503,5.10177768651042,-0.89,1.19,3.16,7.14,21.2,YES
600126,杭钢股份,钢铁行业,1.29,162.0,3.6668518518518516,3.5622594672591292,-0.89,1.145,2.665,5.4399999999999995,18.47,YES
603606,东方电缆,电网设备,0.95,222.0,5.06117117117117,5.096805714013922,-0.89,1.3,3.365,7.5925,26.95,YES
603777,来伊份,食品饮料,0.56,173.0,2.98907514450867,2.967899433378101,-0.89,0.73,1.85,4.5,13.82,YES
603776,永安行,专业服务,2.74,209.0,4.88421052631579,5.519268648743604,-0.9,1.35,3.18,6.44,37.28,YES
600487,亨通光电,通信设备,0.92,162.0,4.937283950617283,4.391211723811926,-0.91,1.435,3.915,7.135,20.96,YES
003022,联泓新科,化学制品,0.58,202.0,3.965,4.244410928427317,-0.93,1.1075,2.715,4.975,27.55,YES
600276,恒瑞医药,化学制药,0.49,126.0,4.01952380952381,3.999943571030543,-0.93,1.27,2.705,6.029999999999999,18.36,YES
002335,科华数据,电源设备,0.64,239.0,3.9143933054393303,4.154182405492837,-0.94,1.06,2.75,5.17,21.91,YES
430047,诺思兰德,生物制品,0.0,236.0,6.882372881355932,7.176676072657675,-0.95,1.5375,4.1850000000000005,10.0975,30.33,YES
600422,昆药集团,中药,1.19,230.0,5.349130434782608,4.672239593743071,-0.95,2.09,4.285,7.3725,23.18,YES
870436,大地电气,汽车零部件,0.0,195.0,9.113948717948716,15.453586788720987,-0.95,1.845,4.17,10.135,113.96,YES
000400,许继电气,电网设备,0.88,155.0,4.879806451612903,4.233075464053729,-0.98,1.62,3.7,7.48,24.25,YES
002647,仁东控股,多元金融,0.0,203.0,5.197980295566503,6.032585636769389,-0.98,1.3,3.27,6.6,34.97,YES
301063,海锅股份,风电设备,1.06,183.0,5.386502732240437,6.226211149995891,-0.98,1.74,3.07,6.665,38.22,YES
600285,羚锐制药,中药,3.34,156.0,4.582948717948718,3.7658566635304123,-0.98,1.9675,3.9699999999999998,5.96,18.37,YES
601600,中国铝业,有色金属,1.03,168.0,4.39577380952381,4.052588068915461,-0.99,1.0750000000000002,3.625,6.7275,18.76,YES
603680,今创集团,交运设备,1.71,135.0,6.065037037037036,6.109969327679574,-1.0,1.41,4.13,8.84,25.17,YES
601001,晋控煤业,煤炭行业,4.89,172.0,5.185465116279071,5.216893197699462,-1.01,1.505,3.26,7.93,25.71,YES
002367,康力电梯,专用设备,6.15,126.0,3.704285714285714,3.9220238507324616,-1.02,0.835,2.375,5.145,21.82,YES
603100,川仪股份,仪器仪表,3.35,213.0,3.814741784037559,4.249867983964116,-1.02,1.13,2.71,4.93,29.78,YES
301358,湖南裕能,电池,1.44,210.0,4.928142857142857,4.625988152922297,-1.03,1.685,3.37,7.525,21.06,YES
003028,振邦智能,消费电子,0.0,188.0,4.61127659574468,3.87302055263854,-1.05,1.705,3.705,6.805,21.01,YES
601390,中国中铁,工程建设,3.38,138.0,4.284202898550725,4.336260592876609,-1.05,1.3625,3.275,5.800000000000001,24.1,YES
603636,南威软件,互联网服务,0.64,229.0,4.19292576419214,3.990392046285849,-1.06,1.33,3.04,5.92,22.08,YES
600894,广日股份,专用设备,5.22,124.0,5.066854838709677,5.171798662907441,-1.07,1.05,3.21,7.1975,21.0,YES
600563,法拉电子,电子元件,2.64,209.0,4.394688995215311,5.098694310982908,-1.08,0.89,2.82,6.17,31.48,YES
600844,丹化科技,化学原料,0.0,177.0,5.4120338983050855,6.1456747853288,-1.08,1.12,3.36,7.37,29.64,YES
603439,贵州三力,中药,1.57,205.0,4.331365853658537,4.272343812793005,-1.08,1.05,3.19,5.98,25.04,YES
601500,通用股份,橡胶制品,1.0,157.0,5.283057324840764,5.712424455250957,-1.09,1.54,3.33,7.33,34.99,YES
601857,中国石油,石油行业,4.21,120.0,4.136333333333332,4.3874844792913406,-1.1,1.6199999999999999,3.04,4.692500000000001,26.25,YES
000503,国新健康,软件开发,0.0,227.0,5.240484581497798,5.387667352264338,-1.11,1.3650000000000002,3.75,7.045,29.23,YES
601918,新集能源,煤炭行业,1.52,99.0,5.947171717171717,5.522948421462099,-1.11,1.495,4.37,8.73,22.58,YES
002487,大金重工,风电设备,0.88,246.0,4.988252032520326,4.836608758115286,-1.12,1.1349999999999998,3.585,7.5175,25.5,YES
603198,迎驾贡酒,酿酒行业,2.29,193.0,3.8714507772020728,4.253721161244185,-1.12,0.97,2.58,5.75,27.33,YES
000957,中通客车,汽车整车,0.31,230.0,6.173043478260869,6.382228830531146,-1.13,1.6675,3.955,8.5825,36.34,YES
600538,国发股份,农药兽药,0.0,106.0,4.672358490566038,4.3398550671184735,-1.13,1.29,3.435,6.5975,16.45,YES
603650,彤程新材,橡胶制品,1.98,237.0,4.913333333333333,5.063324704396005,-1.14,1.42,3.29,6.91,32.04,YES
001215,千味央厨,食品饮料,0.67,251.0,4.093426294820716,4.56547822397017,-1.15,0.925,2.71,5.625,27.75,YES
603063,禾望电气,风电设备,1.43,219.0,4.604474885844748,4.09976997263198,-1.15,1.475,3.24,7.279999999999999,19.64,YES
600612,老凤祥,珠宝首饰,3.55,177.0,3.9742372881355936,4.547872455906455,-1.16,1.19,2.64,4.59,24.28,YES
601717,郑煤机,汽车零部件,6.17,135.0,3.6069629629629625,3.6822673648689905,-1.16,1.19,2.26,5.01,17.54,YES
605098,行动教育,教育,4.85,218.0,4.90105504587156,4.685306012432455,-1.16,1.0425,3.3449999999999998,7.9025,22.06,YES
000786,北新建材,装修建材,3.09,157.0,3.6544585987261144,3.6896797156018386,-1.17,1.05,2.5,4.78,18.17,YES
002940,昂利康,化学制药,1.56,207.0,4.344396135265701,4.16124310421924,-1.17,1.315,3.28,6.4399999999999995,22.62,YES
600938,中国海油,石油行业,3.38,100.0,3.6716999999999995,3.029748816137881,-1.17,1.585,2.96,4.7875,12.02,YES
601177,杭齿前进,通用设备,0.73,154.0,4.2988311688311684,4.34143028569596,-1.17,1.1575,2.77,6.4275,19.7,YES
830964,润农节水,工程建设,1.81,135.0,6.453185185185186,6.406519726244817,-1.17,1.665,4.59,9.68,29.19,YES
600557,康缘药业,中药,2.35,214.0,4.695,5.169981043544582,-1.19,1.3725,3.16,5.84,29.79,YES
000516,国际医学,医疗服务,0.0,195.0,3.120512820512821,3.2440107769898887,-1.2,0.795,2.1,4.425000000000001,16.3,YES
002653,海思科,化学制药,0.67,210.0,4.871238095238096,4.346547592256129,-1.2,1.83,4.275,6.5200000000000005,29.36,YES
603800,道森股份,专用设备,0.78,231.0,5.581774891774892,5.03917409222133,-1.22,1.6349999999999998,4.27,8.445,27.15,YES
301040,中环海陆,风电设备,0.0,167.0,6.146946107784431,7.286162385255152,-1.24,1.585,3.7,7.955,35.68,YES
600048,保利发展,房地产开发,4.72,201.0,3.2376119402985073,3.4300984342518097,-1.24,0.72,2.22,4.58,17.55,YES
603508,思维列控,软件开发,4.12,173.0,5.924277456647399,6.515978497741944,-1.24,1.78,3.95,7.61,38.83,YES
002992,宝明科技,光学光电子,0.0,271.0,7.423210332103321,7.615462756059535,-1.26,1.7650000000000001,4.4,10.51,41.06,YES
002460,赣锋锂业,能源金属,2.74,199.0,3.87964824120603,3.45214987573392,-1.27,1.085,2.82,5.58,14.3,YES
002937,兴瑞科技,消费电子,1.68,200.0,5.08615,4.872403746493533,-1.27,1.21,3.765,7.3825,22.39,YES
605296,神农集团,农牧饲渔,0.0,171.0,5.722456140350878,6.407166194018295,-1.27,1.3,3.94,7.959999999999999,37.22,YES
002353,杰瑞股份,专用设备,1.46,146.0,4.1530136986301365,3.477732390383337,-1.29,1.6524999999999999,3.9099999999999997,5.6825,24.23,YES
002863,今飞凯达,汽车零部件,0.32,152.0,3.894078947368421,4.184104793247697,-1.29,1.08,2.63,5.39,24.57,YES
603179,新泉股份,汽车零部件,0.67,210.0,4.9959999999999996,4.47284504260092,-1.31,1.31,4.115,7.2075,21.42,YES
600426,华鲁恒升,化学原料,2.29,164.0,3.424756097560976,2.7890791521277696,-1.32,1.375,2.71,4.7524999999999995,12.32,YES
002977,天箭科技,通信设备,0.67,195.0,5.905384615384616,7.328032269234175,-1.33,1.3900000000000001,3.51,7.505,40.59,YES
839790,联迪信息,软件开发,1.47,199.0,12.404874371859297,14.520493280546653,-1.33,1.85,8.01,17.25,70.46,YES
301055,张小泉,通用设备,1.11,146.0,5.3772602739726025,5.546890464165075,-1.34,1.7,3.52,7.4350000000000005,30.66,YES
600892,大晟文化,游戏,0.0,247.0,6.816356275303645,6.974961118476522,-1.34,1.89,4.3,9.71,32.13,YES
002508,老板电器,家电行业,4.73,161.0,3.711055900621118,3.747196218922301,-1.35,1.0,2.64,4.87,21.9,YES
000528,柳工,工程机械,1.83,126.0,4.2084126984126975,3.873211672542241,-1.36,1.4725,3.5300000000000002,5.4,24.78,YES
000807,云铝股份,有色金属,1.62,202.0,4.422920792079208,4.163233875505027,-1.36,1.3125,3.225,6.23,22.0,YES
002707,众信旅游,旅游酒店,0.0,191.0,4.552617801047122,4.127211172016558,-1.36,1.4849999999999999,3.53,6.785,22.26,YES
600756,浪潮软件,互联网服务,0.32,182.0,4.54076923076923,4.306767700236385,-1.36,1.52,3.37,6.237500000000001,24.25,YES
601633,长城汽车,汽车整车,1.14,170.0,3.7052352941176476,3.6154507691069053,-1.36,1.0325,2.485,5.6675,16.32,YES
301155,海力风电,风电设备,0.0,252.0,5.420634920634921,5.491603260267268,-1.41,1.2675,4.039999999999999,7.68,30.34,YES
600750,江中药业,中药,5.71,167.0,4.746586826347306,4.345553020174845,-1.41,1.57,3.58,6.175,22.9,YES
603103,横店影视,文化传媒,0.0,211.0,5.8326540284360195,5.372999124256164,-1.42,1.7349999999999999,4.25,9.115,24.31,YES
603998,方盛制药,中药,2.73,235.0,5.351702127659575,4.925807894667269,-1.42,1.6749999999999998,4.26,7.33,29.89,YES
834407,驰诚股份,仪器仪表,2.42,203.0,9.403300492610839,16.55188925961996,-1.42,1.435,4.82,9.254999999999999,141.14,YES
002456,欧菲光,光学光电子,0.0,199.0,5.4669346733668345,5.72820684748989,-1.43,1.54,3.69,7.99,34.64,YES
603255,鼎际得,化学制品,0.21,234.0,4.323888888888889,4.659850317693637,-1.43,0.8474999999999999,2.675,6.6075,20.99,YES
002463,沪电股份,电子元件,1.21,254.0,7.8392519685039375,7.088026746115751,-1.44,2.775,5.58,11.975,39.32,YES
603893,瑞芯微,半导体,0.3,197.0,4.677106598984772,4.836984983269495,-1.44,1.38,3.35,6.92,27.93,YES
831689,克莱特,通用设备,5.19,138.0,7.9992753623188415,8.887022494296563,-1.46,1.55,4.79,12.16,57.68,YES
001301,尚太科技,非金属材料,2.01,221.0,4.866244343891402,5.372715236521656,-1.47,1.22,3.02,6.65,31.75,YES
000868,安凯客车,汽车整车,0.0,197.0,5.128984771573604,5.035636370701342,-1.48,1.64,3.71,7.27,26.03,YES
301087,可孚医疗,医疗器械,3.61,176.0,4.124090909090909,4.238180508894592,-1.48,1.0750000000000002,3.245,5.452500000000001,24.64,YES
603311,金海高科,家电行业,0.93,162.0,4.7871604938271615,5.338721608106602,-1.48,1.4000000000000001,3.17,6.5225,25.06,YES
830839,万通液压,通用设备,4.47,206.0,6.925339805825243,7.134478744599319,-1.51,1.8675000000000002,4.675,9.0725,45.81,YES
001236,弘业期货,多元金融,0.06,210.0,4.451190476190476,4.663152722442996,-1.52,1.14,3.0,6.8525,23.36,YES
601865,福莱特,光伏设备,3.27,230.0,4.074608695652174,4.302393319323544,-1.52,0.905,2.5,6.3175,22.42,YES
603659,璞泰来,电池,1.0,223.0,3.651973094170403,3.896918817417562,-1.52,0.875,2.36,5.415,20.49,YES
832876,慧为智能,消费电子,0.0,246.0,11.551097560975613,13.944364292614306,-1.52,1.9625,6.63,14.9325,80.43,YES
600601,方正科技,电子元件,0.0,194.0,4.895257731958763,5.473286817450717,-1.53,1.31,3.045,6.2475000000000005,28.82,YES
838670,恒进感应,专用设备,1.9,234.0,10.039829059829058,12.505137861376317,-1.53,1.3775,5.32,14.03,59.39,YES
600129,太极集团,中药,1.05,252.0,5.682857142857142,6.35372317454213,-1.54,1.25,3.925,7.1375,31.51,YES
870199,倍益康,医疗器械,2.93,164.0,7.397256097560975,9.160137253922498,-1.54,1.2925,4.645,10.5975,73.76,YES
603818,曲美家居,装修建材,0.0,170.0,4.151470588235294,4.912069866049578,-1.55,0.96,2.68,4.8675,26.51,YES
